parentUUID,rawTitle,cleanTitle,totalHoursWatched,imdbMatchedTitle,imdbMatchConfidence,imdbLink,imdbGenres,imdbType,imdbUserRating,imdbNumRatings,directorCount,writerCount,castCount,producerCount,composerCount,cinematographerCount,editorCount,castingDirectorCount,artDirectorCount,setDecoratorCount,costumeDesignerCount,makeUpDepartmentCount,productionManagerCount,assistantDirectorCount,artDepartmentCount,soundDepartmentCount,stuntsCount,cameraDepartmentCount,costumeDepartmentCount,editorialDepartmentCount,musicDepartmentCount,scriptDepartmentCount,miscellaneousCrewCount
e7f6b608-2ce5-4b16-94f7-78cf81481463,1899: Season 1,1899,51800000,1899,100,https://www.imdb.com/title/tt9319668/,"Drama, Horror, Mystery",TV Series,7.3,106K,1,9,35,6,1,1,5,2,2,1,1,9,8,7,35,25,7,42,15,11,5,12,20
244731df-d388-440b-bbcf-72375ac84255,1983: Season 1,1983,1800000,1983,100,https://www.imdb.com/title/tt7371666/,"Crime, Drama, Thriller",TV Series,6.7,4.1K,4,5,135,7,2,6,3,2,,1,1,13,32,19,48,49,16,114,20,18,5,1,46
542425ae-8e1a-42b3-9fee-5fc46c4c3dac,The Night Agent: Season 1,The Night Agent,812100000,The Night Agent,100,https://www.imdb.com/title/tt13918776/,"Action, Drama, Thriller",TV Series,7.5,105K,5,14,121,18,1,4,4,1,3,1,1,7,3,14,29,23,26,38,12,15,12,3,45
b6aa48be-7a4b-4d44-b697-cd7487615bd1,Wednesday: Season 1,Wednesday,507700000,Wednesday,100,https://www.imdb.com/title/tt13443470/,"Comedy, Crime, Fantasy",TV Series,8.1,350K,3,8,60,17,2,2,3,3,6,3,2,49,7,20,51,40,27,60,34,22,24,3,72
75da7b10-dd49-4be0-9f25-f868c06bdedb,You: Season 4,You,766300000,You,100,https://www.imdb.com/title/tt7335184/,"Crime, Drama, Romance",TV Series,7.7,294K,20,30,263,34,1,8,11,5,9,4,5,27,11,38,145,75,50,128,35,43,16,10,136
4adfa866-2984-44e7-ad09-0725cccd2f7f,Queen Charlotte: A Bridgerton Story,Queen Charlotte: A Bridgerton Story,503000000,Queen Charlotte: A Bridgerton Story,97.14,https://www.imdb.com/title/tt14661396/,"Drama, History, Romance",TV Mini Series,7.4,52K,1,6,66,13,1,1,4,2,4,2,2,30,4,17,49,18,,40,62,8,15,6,44
dfef8ae7-82a2-4500-852c-ba3d4641d3d8,The Glory: Season 1 // 더 글로리: 시즌 1,The Glory,622800000,The Glory,100,https://www.imdb.com/title/tt21344706/,"Drama, Mystery, Thriller",TV Series,8.1,26K,1,3,99,4,1,1,,,,,,,,,,12,,,,,,,3
1f8adcbe-fd34-4535-b768-a2593de7cdc8,Ginny & Georgia: Season 2,Ginny & Georgia,967200000,Ginny & Georgia,100,https://www.imdb.com/title/tt10813940/,"Comedy, Drama",TV Series,7.5,79K,10,19,177,22,2,2,6,3,3,1,2,12,3,18,23,37,25,34,37,12,19,4,43
91f28843-eac0-4b21-9b20-75e51e6c8268,Manifest: Season 4,Manifest,581900000,Manifest,100,https://www.imdb.com/title/tt8421350/,"Drama, Mystery, Sci-Fi",TV Series,7.1,90K,33,28,483,22,1,6,8,3,9,5,2,33,9,24,116,64,93,142,45,38,7,9,159
6e86d3a4-d930-44eb-9b98-a92b5cb196a6,FUBAR: Season 1,FUBAR,266200000,Fubar,100,https://www.imdb.com/title/tt13064902/,"Action, Adventure, Comedy",TV Series,6.5,36K,4,11,77,15,1,3,4,3,,1,1,9,5,7,16,22,53,40,6,9,12,4,36
cda23517-a2f4-4554-83c2-860b2952f741,La Reina del Sur: Season 3,La Reina del Sur,616800000,La Reina Del Sur,100,https://www.imdb.com/title/tt1704637/,"Action, Crime, Drama",TV Series,7.9,3.4K,10,30,268,25,7,7,10,3,10,6,2,10,18,18,8,17,46,61,7,19,15,4,36
ffa03962-5d53-4230-bd58-3f59cbe9d60d,Outer Banks: Season 3,Outer Banks,740400000,Outer Banks,100,https://www.imdb.com/title/tt10293938/,"Action, Crime, Drama",TV Series,7.5,76K,6,35,251,13,1,4,9,5,1,2,1,20,6,11,50,52,82,70,18,31,27,6,97
bc75e05b-b73a-4826-91b9-0cf7dd9392a4,Physical: 100: Season 1 // 피지컬: 100: 시즌 1,Physical: 100: Season 1,235000000,Physical: 100,100,https://www.imdb.com/title/tt25274446/,"Game-Show, Reality-TV",TV Series,7.6,8.8K,1,,100,1,1,,,,,,,,,,,,,,,,2,,1
5940e270-9e14-432c-919b-72d5aff0dbc0,Firefly Lane: Season 2,Firefly Lane,342700000,Firefly Lane,100,https://www.imdb.com/title/tt9012876/,"Drama, Romance",TV Series,7.7,36K,11,17,243,18,2,1,4,3,4,1,1,26,5,17,42,28,18,27,28,21,8,5,47
7bf6c96d-8bb5-4ff9-9023-9ede1ffae24a,Love Is Blind: Season 4,Love Is Blind,343700000,Love Is Blind,100,https://www.imdb.com/title/tt11704040/,"Reality-TV, Romance",TV Series,6.2,11K,2,2,154,96,1,1,30,1,3,2,,5,29,13,22,42,,119,,26,16,1,63
87edb90e-bb8b-4804-8aa4-07f208f62ee0,Crash Course in Romance: Limited Series // 일타 스캔들: 리미티드 시리즈,Crash Course in Romance: Limited Series,234800000,Crash Course in Romance,100,https://www.imdb.com/title/tt24578016/,"Comedy, Drama, Romance",TV Series,7.8,4.3K,1,2,43,2,,,,,,,,,,,,,,,,,,,
3b3ff093-6448-4f61-9a38-762f3fa9fdeb,Fake Profile: Season 1 // Perfil falso: Temporada 1,Fake Profile,206500000,Fake Profile,100,https://www.imdb.com/title/tt14494938/,"Drama, Romance, Thriller",TV Series,5.7,3.9K,2,1,55,3,,1,,1,1,1,,1,1,2,,2,,4,,2,,,1
c653fb28-91ea-446a-81dd-3d3f99120558,The Diplomat: Season 1,The Diplomat,214100000,The Diplomat,100,https://www.imdb.com/title/tt17491088/,"Drama, Thriller",TV Series,8,56K,5,9,109,11,2,2,2,3,5,3,1,12,4,21,50,34,7,95,29,21,7,6,54
fbb2d6e9-3f15-4454-a740-bac2dfe41523,Vikings: Valhalla: Season 2,Vikings: Valhalla: Season 2,322000000,Vikings: Valhalla,100,https://www.imdb.com/title/tt11311302/,"Action, Adventure, Drama",TV Series,7.3,55K,8,10,157,19,1,1,4,1,10,3,2,43,6,40,67,56,71,63,28,8,30,9,51
6f0a3859-1c75-4d97-8dbd-e1d5479db75e,BEEF: Season 1,BEEF,221100000,Beef,100,https://www.imdb.com/title/tt14403178/,"Comedy, Drama",TV Mini Series,8,126K,3,13,79,20,1,1,4,2,4,1,1,7,2,5,18,24,14,33,10,17,6,2,34
a0aa1661-4ea1-4831-a9ed-8bd27b062e9c,Shadow and Bone: Season 2,Shadow and Bone,292400000,Shadow and Bone,100,https://www.imdb.com/title/tt2403776/,"Action, Adventure, Drama",TV Series,7.5,113K,7,14,181,21,1,5,6,2,14,6,1,36,14,42,91,43,57,114,33,19,24,6,101
d7092068-628f-43b3-afa6-1f27e7e26eb7,"XO, Kitty: Season 1","XO, Kitty",200700000,"XO, Kitty",100,https://www.imdb.com/title/tt14490706/,"Comedy, Drama, Romance",TV Series,6.5,13K,4,18,88,12,2,2,6,3,1,1,1,2,3,9,3,7,,9,8,8,8,,14
79e87647-268b-4ce7-a41a-0e514437cce5,Sweet Tooth: Season 2,Sweet Tooth,271300000,Sweet Tooth,100,https://www.imdb.com/title/tt12809988/,"Action, Adventure, Drama",TV Series,7.7,66K,6,27,111,20,1,5,5,2,7,2,1,47,6,21,56,43,27,70,30,16,8,3,54
f15e3202-277d-4a8a-add1-c8beeae9cdfd,The Marked Heart: Season 2 // Pálpito: Temporada 2,The Marked Heart,307800000,The Marked Heart,100,https://www.imdb.com/title/tt18974572/,"Drama, Thriller",TV Series,6.5,3.8K,2,2,104,11,,3,,2,2,2,1,6,5,3,6,11,3,28,4,8,2,1,6
7e5115a9-8e83-4920-a0ee-365708d3bf7f,Sex/Life: Season 2,Sex/Life,301900000,Sex/Life,100,https://www.imdb.com/title/tt10839422/,"Comedy, Drama, Romance",TV Series,5.6,30K,5,12,130,10,1,3,5,1,,1,2,12,1,14,25,22,12,31,22,12,11,3,25
f52a5ec2-989f-4194-aa0a-521dfe20ba1c,Perfect Match: Season 1,Perfect Match,176800000,Perfect Match,100,https://www.imdb.com/title/tt23731242/,"Reality-TV, Romance",TV Series,5.9,1.6K,1,,24,16,1,,10,1,1,,1,,2,,4,4,,7,,1,8,,7
dd0c9ef1-ea3d-47e6-a6ad-90a3f19ece1f,The Surrogacy: Season 1 // Madre de alquiler: Temporada 1,The Surrogacy,172400000,The Surrogacy,100,https://www.imdb.com/title/tt27787160/,Drama,TV Series,5.9,493,2,1,58,2,,,3,1,,2,1,,2,,1,6,9,3,,4,1,,
24f18414-6f98-4b44-92fb-f55bac8b6739,"Pablo Escobar, el patrón del mal: Season 1","Pablo Escobar, el patrón del mal",170100000,Pablo Escobar: El Patrón del Mal,96.88,https://www.imdb.com/title/tt2187850/,"Biography, Crime, Drama",TV Series,8.4,5.8K,2,4,233,8,,1,1,,,,,3,,6,1,2,1,8,2,1,2,,3
12b3a6a4-5b4a-4d59-b258-9791f586d2e6,Never Have I Ever: Season 4,Never Have I Ever,341300000,Never Have I Ever,100,https://www.imdb.com/title/tt10062292/,"Comedy, Drama",TV Series,7.9,78K,13,33,198,19,1,1,6,4,4,5,2,40,8,25,84,26,20,75,37,13,10,7,121
ceb89646-d074-4905-939c-78191c4fbf35,Chiquititas (2013),Chiquititas,162000000,Chiquititas,100,https://www.imdb.com/title/tt0154063/,"Musical, Family, Comedy",TV Series,6.2,533,7,5,234,13,,4,,,,3,2,3,,2,18,7,,17,2,,3,,15
d799b8f6-142a-4d5a-8f77-434fb1566e21,Alice in Borderland: Season 2 // 今際の国のアリス: シーズン2,Alice in Borderland,249800000,Alice in Borderland,100,https://www.imdb.com/title/tt10795658/,"Action, Drama, Mystery",TV Series,7.7,94K,1,5,329,7,1,1,3,3,1,3,1,24,6,13,89,28,87,107,6,18,22,2,71
a7e215e9-2727-4729-8ac2-d70720e0edbe,Emily in Paris: Season 3,Emily in Paris,262700000,Emily in Paris,100,https://www.imdb.com/title/tt8962124/,"Comedy, Drama, Romance",TV Series,6.9,114K,6,20,177,21,3,4,8,5,5,3,1,32,21,28,47,28,12,112,23,22,17,6,56
5539063a-f5f0-4e7c-8ca4-6f35c1bba78d,Alchemy of Souls: Part 1 // 환혼: 파트 1,Alchemy of Souls,305500000,Alchemy of Souls,100,https://www.imdb.com/title/tt20859920/,"Action, Drama, Fantasy",TV Series,8.8,16K,1,2,61,3,1,,,,,,,,,,,13,,,,,2,,3
c9e84344-346f-4616-8915-6bc6b96b996b,New Amsterdam (2018): Season 1,New Amsterdam (2018),375500000,New Amsterdam,100,https://www.imdb.com/title/tt7817340/,Drama,TV Series,8,48K,28,32,1356,23,3,4,11,4,11,5,3,35,6,31,79,52,87,127,39,38,15,9,111
755aad15-c1a2-4ff5-99bc-4edae1039823,Bloodhounds: Season 1 // 사냥개들: 시즌 1,Bloodhounds,146700000,Bloodhounds,100,https://www.imdb.com/title/tt26315487/,"Action, Crime, Drama",TV Series,8.1,11K,1,2,35,,1,,,,,,,,,,1,7,,,,,1,,1
5af5ffe7-12d1-49eb-b1e5-6cbbccb9138d,The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,The Good Bad Mother: Limited Series,148600000,The Good Bad Mother,100,https://www.imdb.com/title/tt27042206/,"Comedy, Crime, Drama",TV Series,8.4,4.3K,1,1,26,,,,,,,,,,,,,,,,,,,,
da49aa8d-f22a-451f-925e-a7f8dacf3e9b,The Recruit: Season 1,The Recruit,146900000,The Recruit,100,https://www.imdb.com/title/tt16030542/,"Action, Adventure, Crime",TV Series,7.4,45K,4,8,102,20,1,2,3,1,1,,1,15,5,13,22,12,16,33,7,12,6,3,18
280e1734-272a-4b09-9422-80c24bd5dff7,Mr. Queen // 철인왕후,Mr. Queen,151500000,Mr. Queen,88.89,https://www.imdb.com/title/tt13400006/,"Comedy, Fantasy, Romance",TV Series,8.6,9.6K,1,2,47,,,,,,1,,,,,,,,,,,,,,1
60fe58e2-98b3-48cf-9b56-abfa551aa0a6,PAW Patrol: Season 6,PAW Patrol,312600000,PAW Patrol,100,https://www.imdb.com/title/tt3121722/,"Animation, Adventure, Comedy",TV Series,6.1,4.3K,2,67,141,32,5,,3,,2,,,,14,2,71,20,,1,,12,6,,114
fdd499d9-2454-41ef-9bc3-66ac798d43d0,The Walking Dead: Season 11,The Walking Dead,738600000,The Walking Dead,100,https://www.imdb.com/title/tt1520211/,"Drama, Horror, Thriller",TV Series,8.1,1.1M,54,62,989,52,2,9,23,5,8,5,6,179,20,44,286,199,413,314,114,75,80,27,436
f41a005d-f2f2-4037-b260-7b158bdab124,Black Mirror: Season 6,Black Mirror,248900000,Black Mirror,100,https://www.imdb.com/title/tt2085059/,"Drama, Mystery, Sci-Fi",TV Series,8.7,630K,22,16,561,39,29,19,19,4,36,15,18,83,49,103,275,179,74,369,100,71,87,32,226
0396f595-20a0-46c5-bebd-256fb0d13f48,The Snow Girl: Season 1 // La chica de nieve: Temporada 1,The Snow Girl,134800000,The Snow Girl,100,https://www.imdb.com/title/tt15787870/,"Crime, Drama, Mystery",TV Mini Series,6.8,7.8K,2,3,54,4,1,1,3,2,,,1,7,6,12,9,22,5,25,8,7,1,2,14
9118f9a6-aaac-40ad-9e51-139580b3e995,Bridgerton: Season 1,Bridgerton,270000000,Bridgerton,100,https://www.imdb.com/title/tt8740790/,"Drama, Romance",TV Series,7.4,164K,7,18,231,24,1,4,6,2,7,3,4,132,9,65,132,55,12,185,207,28,34,13,168
e7d09210-5054-496d-9058-0866304ff2c0,Extraordinary Attorney Woo: Season 1 // 이상한 변호사 우영우: 시즌 1,Extraordinary Attorney Woo,135900000,Extraordinary Attorney Woo,100,https://www.imdb.com/title/tt20869502/,Drama,TV Series,8.6,25K,1,1,198,,,,,,,,,,,,,2,,,,,,,
30773e0d-1347-475b-bca4-1cee4d9e6336,CoComelon: Season 1,CoComelon,601200000,Cocomelon,100,https://www.imdb.com/title/tt12427840/,"Animation, Family",TV Series,4.1,1K,1,1,10,4,,1,,,,,,,,,1,2,,,,,6,,6
29f90367-da1d-4435-8d9f-4ba48f761835,Business Proposal: Season 1 // 사내맞선: 시즌 1,Business Proposal,120700000,Business Proposal,100,https://www.imdb.com/title/tt14819828/,"Comedy, Drama, Romance",TV Series,8.1,23K,1,3,39,1,,,,,,,,,,,,,,,,,,,
04b596e8-14ec-4938-9d21-fab4e31c4b1f,Suits (2011): Season 1,Suits (2011),599100000,Suits,100,https://www.imdb.com/title/tt1632701/,"Comedy, Drama",TV Series,8.4,469K,32,46,713,35,1,8,14,2,8,8,5,43,13,61,82,70,31,120,34,63,11,10,137
dabf74c0-d7b8-4cad-b6e2-7b1a6a664884,Pasión de Gavilanes: Season 1,Pasión de Gavilanes,190700000,Pasión De Gavilanes,100,https://www.imdb.com/title/tt0387763/,"Drama, Romance",TV Series,7.8,2.9K,4,6,184,7,2,5,2,3,1,1,2,3,4,4,1,3,3,10,,1,6,1,2
6131fe9e-8e6d-46b9-bc27-0388cc4d10a4,Crash Landing on You: Season 1 // 사랑의 불시착: 시즌 1,Crash Landing on You,120300000,Crash Landing on You,100,https://www.imdb.com/title/tt10850932/,"Adventure, Comedy, Romance",TV Series,8.7,40K,2,1,106,7,1,,,,,,,,,,,,,,,,4,,1
03c8144c-6e22-487e-9187-bcdac18371c8,MH370: The Plane That Disappeared: Limited Series,MH370: The Plane That Disappeared: Limited Series,118900000,MH370: The Plane That Disappeared,96.97,https://www.imdb.com/title/tt26739535/,Documentary,TV Mini Series,6.1,14K,1,,15,3,2,4,4,,1,,,,2,2,2,5,,10,,5,,,4
f9378af2-107e-43a3-99da-bbf29bdec6f4,Queenmaker: Season 1 // 퀸메이커: 시즌 1,Queenmaker,118600000,Queenmaker,100,https://www.imdb.com/title/tt26350158/,Drama,TV Series,7.5,1.3K,1,1,31,,,,,,,,,,,,,3,,,,,,1,1
85c88abe-878c-4e03-8e02-f3fba99dc641,Murdaugh Murders: A Southern Scandal: Season 1,Murdaugh Murders: A Southern Scandal: Season 1,104600000,Murdaugh Murders: A Southern Scandal,100,https://www.imdb.com/title/tt26340238/,"Documentary, Crime",TV Series,6.8,10K,3,1,63,17,2,1,6,,,,,2,1,,,8,,16,,13,,,26
5d0016c0-cd38-4459-b7e2-150e58ae9621,Welcome to Eden: Season 2 // Bienvenidos a Edén: Temporada 2,Welcome to Eden,157500000,Welcome to Eden,100,https://www.imdb.com/title/tt13457822/,"Action, Drama, Sci-Fi",TV Series,5.6,7.6K,4,7,59,3,1,4,6,1,1,,1,7,4,12,17,28,9,60,4,15,5,2,14
5c8ca683-0afc-4e46-b113-0b4d7bec83e7,Breaking Bad: Season 2,Breaking Bad,505000000,Breaking Bad,100,https://www.imdb.com/title/tt0903747/,"Crime, Drama, Thriller",TV Series,9.5,2.1M,25,15,421,17,1,7,5,3,5,4,3,36,7,22,97,57,55,119,34,22,15,9,134
b87ab12e-7ba2-44cd-bbc4-08f24521468c,Muted: Limited Series // El silencio: Miniserie,Muted: Limited Series,115800000,Muted,100,https://www.imdb.com/title/tt20477492/,"Crime, Drama, Mystery",TV Mini Series,5.6,4.7K,3,6,48,2,1,2,4,,,,,,1,4,2,9,9,15,1,7,2,2,2
cd4f4959-1e85-4ff9-8cee-58adb32faac0,The Interest of Love: Limited Series // 사랑의 이해: 리미티드 시리즈,The Interest of Love: Limited Series,97800000,The Interest of Love,100,https://www.imdb.com/title/tt24224910/,"Drama, Romance",TV Series,6.5,1.2K,1,2,20,,1,1,,,,,,,,,,,,,,,,,
ac7c62d8-b826-49af-93cd-41839fc1dfb8,All of Us Are Dead: Season 1 // 지금 우리 학교는: 시즌 1,All of Us Are Dead,94600000,All of Us Are Dead,100,https://www.imdb.com/title/tt14169960/,"Action, Drama, Fantasy",TV Series,7.5,64K,2,1,93,,1,,,,,,,1,1,,,5,,,,,1,1,2
bdbf1f8d-ef18-47c5-a285-1acf14ac7b55,That '90s Show: Part 1,That '90s Show,95100000,That '90s Show,100,https://www.imdb.com/title/tt15591076/,"Comedy, Drama, Romance",TV Series,6.4,26K,2,25,32,18,1,1,2,2,,2,1,6,2,6,12,11,2,22,8,6,5,3,26
aff230ec-e25c-40f6-ac47-067b9acd8d09,Obsession: Limited Series,Obsession: Limited Series,94200000,Obsession,100,https://www.imdb.com/title/tt18831118/,"Drama, Mystery, Romance",TV Mini Series,5.2,9.3K,2,4,23,8,1,1,2,1,1,1,1,6,5,6,27,17,2,42,9,4,1,4,40
5b822d7d-8abe-44ce-a3d6-8c4960756565,Designated Survivor: Season 1,Designated Survivor,194900000,Designated Survivor,100,https://www.imdb.com/title/tt5296406/,"Action, Drama, Mystery",TV Series,7.4,103K,27,33,726,44,3,9,12,6,4,3,1,35,10,41,86,48,70,80,21,25,13,11,183
6c233625-81c8-483c-a2f0-7ddf8725b9cc,Who Were We Running From?: Limited Series // Biz Kimden Kaçıyorduk Anne?: Mini Dizi,Who Were We Running From?: Limited Series,92900000,Who Were We Running From?,96,https://www.imdb.com/title/tt16163746/,"Crime, Drama, Mystery",TV Series,5.8,4.1K,2,2,57,4,1,2,2,1,1,,2,2,2,6,,10,1,9,,8,1,2,3
aa13b508-1d6e-4f02-8fb8-3c2d70974e2f,Formula 1: Drive to Survive: Season 5,Formula 1: Drive to Survive: Season 5,136100000,Formula 1: Drive to Survive,100,https://www.imdb.com/title/tt8289930/,"Documentary, Sport",TV Series,8.5,49K,4,,82,16,1,3,33,,,,,,5,,,22,,10,,32,17,,29
7a0fcc69-025a-405d-9d3c-5d3ac45cd50c,True Beauty // 여신강림,True Beauty,87300000,True Beauty,100,https://www.imdb.com/title/tt13274038/,"Comedy, Drama, Romance",TV Series,8,14K,1,2,56,1,,,,,,,,,,,,,,,,,,,
810c7cae-cf46-4def-a38d-648ca799be89,Squid Game: Season 1 // 오징어 게임: 시즌 1,Squid Game,87200000,Squid Game,100,https://www.imdb.com/title/tt10919420/,"Action, Drama, Mystery",TV Series,8,527K,1,1,158,3,1,1,1,1,2,1,1,1,1,1,11,56,22,1,,3,12,1,8
81139712-b2e1-4f6e-b8df-abe9180d3aed,Lady Voyeur: Limited Series // Olhar Indiscreto: Minissérie,Lady Voyeur: Limited Series,86000000,Lady Voyeur,100,https://www.imdb.com/title/tt15525658/,"Drama, Mystery, Thriller",TV Mini Series,5.1,2.1K,4,7,15,2,,2,4,,,,2,,1,6,1,21,1,7,2,22,1,5,1
3d2f29e7-61bd-4a5e-8cdb-49fdcaa57a45,S.W.A.T. (2017): Season 1,S.W.A.T. (2017),260700000,S.W.A.T.,100,https://www.imdb.com/title/tt6111130/,"Action, Adventure, Crime",TV Series,7.2,31K,41,63,1724,39,1,5,12,6,6,2,2,40,21,36,158,96,403,198,61,62,32,20,220
088da9f0-c2d8-430f-993a-226d285bfeb5,Gilmore Girls: Season 1,Gilmore Girls,488700000,Gilmore Girls,100,https://www.imdb.com/title/tt0238784/,"Comedy, Drama",TV Series,8.2,146K,45,39,1052,44,1,7,6,4,,14,4,26,12,33,42,70,33,62,11,19,20,12,69
a18de251-2fea-46c9-b0ff-71fff4bef918,Selling Sunset: Season 6,Selling Sunset,124800000,Selling Sunset,100,https://www.imdb.com/title/tt9817298/,Reality-TV,TV Series,6.6,8K,,,33,32,1,1,14,,,1,,2,7,,1,18,,28,,14,24,,25
598bd1fb-506e-4173-bf88-ffe4ba21ef13,The Law According to Lidia Poët: Season 1 // La legge di Lidia Poët: Stagione 1,The Law According to Lidia Poët,85000000,The Law According to Lidia Poët,100,https://www.imdb.com/title/tt15441160/,"Biography, Crime, Drama",TV Series,7.4,7.4K,2,5,62,5,1,2,1,1,2,1,1,9,3,6,8,15,13,15,6,9,3,,10
cd7deea0-62e8-4a52-8b1b-9cd6e54db234,Sonic Prime: Season 1,Sonic Prime,82100000,Sonic Prime,100,https://www.imdb.com/title/tt13961348/,"Animation, Action, Adventure",TV Series,7.3,2.5K,5,20,10,6,2,,3,,1,,,,1,,35,9,,,,4,1,,8
47299851-3cce-4212-bf87-d9a50a21714e,Peppa Pig: Season 1,Peppa Pig,276000000,Peppa Pig,100,https://www.imdb.com/title/tt0426769/,"Animation, Short, Adventure",TV Series,6.3,6.4K,5,23,112,11,1,,7,,,,,,6,,13,20,,,,6,21,2,21
0e26d74f-3075-49a1-b390-58efeeba9cdc,Florida Man: Limited Series,Florida Man: Limited Series,84600000,Florida Man,100,https://www.imdb.com/title/tt14509130/,"Crime, Drama, Mystery",TV Mini Series,6.7,11K,4,7,102,10,2,2,3,1,2,1,1,9,2,7,22,17,17,32,4,9,5,1,37
6baef935-226c-4686-a994-177422054586,Shahmaran: Season 1 // Şahmaran: Season 1,Shahmaran,83600000,Sahmaran,88.89,https://www.imdb.com/title/tt16913068/,"Adventure, Drama, Fantasy",TV Series,5.2,6.8K,2,1,33,5,1,1,5,1,,,1,12,4,9,13,15,4,17,8,22,,1,8
f15707ca-5e34-437d-8dc8-80ad25a4c5ff,Sam & Cat: Season 1,Sam & Cat,82400000,Sam & Cat,100,https://www.imdb.com/title/tt2487090/,"Comedy, Drama, Family",TV Series,5.7,11K,5,16,335,15,5,1,3,2,,,1,1,4,6,8,4,26,7,6,7,5,4,26
dec05db4-7ed2-4fb1-9549-55d81c0690de,Alpha Males: Season 1 // Machos alfa: Season 1,Alpha Males,78200000,Alpha Males,100,https://www.imdb.com/title/tt18482892/,Comedy,TV Series,7.4,5K,1,5,90,,,1,3,,,1,1,1,,8,4,16,6,31,2,4,,3,2
6b821f51-438f-41ea-9b0c-5495df3a58fe,Record of Ragnarok: Season 2 // 終末のワルキューレ: シーズン２,Record of Ragnarok,113700000,Record of Ragnarok,100,https://www.imdb.com/title/tt13676344/,"Animation, Action, Adventure",TV Series,6.5,8.5K,1,8,159,1,,,2,1,,,,,,,,4,,,,,,,8
ab336658-90a9-458d-ad91-009420203967,Better Call Saul: Season 6,Better Call Saul,295500000,Better Call Saul,100,https://www.imdb.com/title/tt3032476/,"Crime, Drama",TV Series,9,632K,25,20,799,22,1,3,7,3,5,7,1,26,11,24,138,68,71,114,42,26,26,10,164
a54ac4a2-a1b5-40c8-b983-528a67165488,Stranger Things,Stranger Things,77800000,Stranger Things,100,https://www.imdb.com/title/tt4574334/,"Drama, Fantasy, Horror",TV Series,8.7,1.3M,8,26,600,25,2,6,5,1,3,2,4,154,13,65,461,133,228,428,145,60,34,19,468
ce9a1a7a-4a67-456a-8106-7e9d90e0facd,Next in Fashion: Season 2,Next in Fashion,95300000,Next in Fashion,100,https://www.imdb.com/title/tt10394770/,Reality-TV,TV Series,7.3,5K,,,28,20,2,,5,1,2,2,3,8,1,2,4,12,,19,7,4,7,1,13
6c5227cd-5f10-4f54-ae9c-b1649a667d3b,Rough Diamonds: Season 1,Rough Diamonds,72800000,Rough Diamonds,100,https://www.imdb.com/title/tt15469192/,"Crime, Drama, Thriller",TV Series,7.2,4.4K,2,5,83,11,1,2,3,,,,1,3,3,7,14,21,9,22,4,4,,5,3
b1abf399-603e-4bc9-89bc-19c9ed32217e,Treason: Limited Series,Treason: Limited Series,74300000,Treason,100,https://www.imdb.com/title/tt16450274/,"Action, Drama, Thriller",TV Mini Series,6.4,22K,2,3,41,7,1,2,1,1,3,1,1,7,5,13,21,22,15,53,7,12,6,5,32
6d18408f-f91b-43e3-8461-54a7ec79414a,Money Heist: Part 1 // La casa de papel: Parte 1,Money Heist,219000000,Money Heist,100,https://www.imdb.com/title/tt6468322/,"Action, Crime, Drama",TV Series,8.2,524K,7,22,153,10,2,5,8,3,1,,2,28,13,29,56,61,54,134,26,19,10,6,64
78ef4e51-dd6f-4098-af9b-d87142984243,The Crown: Season 5,The Crown,214700000,The Crown,100,https://www.imdb.com/title/tt4786824/,"Biography, Drama, History",TV Series,8.6,252K,12,27,1169,23,3,8,25,2,18,12,4,189,25,134,309,124,53,383,247,80,76,36,364
c3fbb502-16b8-4297-90af-92f19c8d7644,"Divorce Attorney Shin: Limited Series // 신성한, 이혼: 리미티드 시리즈",Divorce Attorney Shin: Limited Series,69500000,Divorce Attorney Shin,100,https://www.imdb.com/title/tt26225090/,Drama,TV Series,7.5,905,1,1,64,1,1,,,,,,,,,,,,,,,,,,
5726c468-3357-4c6e-8835-09cdb9dde485,Fauda: Season 4 // פאודה: עונה 4,Fauda,164500000,Fauda,100,https://www.imdb.com/title/tt4565380/,"Action, Drama, Thriller",TV Series,8.3,37K,3,25,179,7,1,2,5,3,,,2,1,4,5,2,33,5,17,5,6,,4,14
c1585ffa-5d8b-4ab7-b820-9f2b0deb6de0,Red Rose: Season 1,Red Rose,71100000,Red Rose,100,https://www.imdb.com/title/tt19788500/,"Drama, Horror, Thriller",TV Series,6.4,8K,3,7,59,11,2,2,4,1,1,1,,8,2,11,19,13,5,17,1,6,18,2,12
1cda2bad-ba84-4a9b-aabc-0d2985ba1cea,Carrossel,Carrossel,71300000,Carrossel,100,https://www.imdb.com/title/tt2215338/,"Adventure, Comedy, Drama",TV Series,6.7,382,3,12,87,6,1,1,2,,1,,,,1,7,1,2,1,8,2,,2,2,7
c5fcbe69-7369-42bb-8bf4-3b7f0983505f,Hometown Cha-Cha-Cha: Season 1 // 갯마을 차차차: 시즌 1,Hometown Cha-Cha-Cha,69000000,Hometown Cha-Cha-Cha,100,https://www.imdb.com/title/tt14518756/,"Comedy, Drama, Romance",TV Series,8.4,19K,1,1,57,3,,1,,,,,,,,,,1,,1,,,,,
