parentUUID,rawTitle,cleanTitle,totalHoursWatched,imdbMatchedTitle,imdbMatchConfidence,imdbLink,imdbGenres,imdbType,imdbUserRating,imdbNumRatings,directorCount,writerCount,castCount,producerCount,composerCount,cinematographerCount,editorCount,castingDirectorCount,artDirectorCount,setDecoratorCount,costumeDesignerCount,makeUpDepartmentCount,productionManagerCount,assistantDirectorCount,artDepartmentCount,soundDepartmentCount,stuntsCount,cameraDepartmentCount,costumeDepartmentCount,editorialDepartmentCount,musicDepartmentCount,scriptDepartmentCount,miscellaneousCrewCount
7ea7fc04-d8d0-4480-854d-c25878f1e70f,Gossip Girl (2007): Season 1,Gossip Girl (2007),3800000,Gossip Girl,100,https://www.imdb.com/title/tt0397442/,"Drama, Romance",TV Series,7.5,191K,40,38,936,29,1,6,6,8,4,4,1,32,12,46,89,68,53,124,42,12,33,8,197
de1914af-2ee9-4dc5-be8a-cf2f2f392925,Hot Girls Wanted: Turned On: Limited Series,Hot Girls Wanted: Turned On: Limited Series,900000,Hot Girls Wanted: Turned On,96.3,https://www.imdb.com/title/tt6333104/,Documentary,TV Mini Series,6.6,2.4K,5,3,36,24,2,5,4,,1,,,,5,,3,18,,27,,17,3,,27
511c886c-8fd1-43bc-b50d-c4ea219577b9,How to Be a Cowboy: Season 1,How to Be a Cowboy,900000,How to Be a Cowboy,100,https://www.imdb.com/title/tt13438900/,Reality-TV,TV Series,7.5,188,1,,1,15,,1,6,,1,,,,5,,,6,,9,,15,,,12
e051f19f-5b11-44bf-930e-016b8eaaa6e5,Hubert & Fanny: Season 1 // Hubert et Fanny: Season 1,Hubert & Fanny,900000,Hubert Et Fanny,86.67,https://www.imdb.com/title/tt6885366/,Drama,TV Series,6.9,159,3,1,72,3,2,1,,1,1,,1,,,2,,2,,2,2,1,1,,3
f174995b-149d-449f-894e-e70847e2aca8,I Told Sunset About You: Season 1 // แปลรักฉันด้วยใจเธอ Part 1: ซีซั่น 1,I Told Sunset About You,900000,I Told Sunset About You,100,https://www.imdb.com/title/tt13368804/,"Drama, Romance",TV Series,8.8,3.4K,2,7,17,5,2,3,3,1,,,,,,,,1,,2,,,,,1
8ce1886d-24ec-4c91-969e-3ae57c134a72,Indian Predator: The Butcher of Delhi: Limited Series // इंडियन प्रीडेटर: दिल्ली का कसाई: लिमिटेड सीरीज़,Indian Predator: The Butcher of Delhi: Limited Series,900000,Indian Predator: The Butcher of Delhi,97.3,https://www.imdb.com/title/tt14178824/,"Documentary, Crime, History",TV Series,6.1,2.6K,1,,16,7,,1,1,,,1,,,3,,2,8,,4,1,6,1,,3
66ced701-c531-4170-8294-5a04bf1550e4,Investiture of the Gods: Season 1 // 封神演义: 第 1 季,Investiture of the Gods,900000,The Investiture of the Gods,85.19,https://www.imdb.com/title/tt6409454/,Fantasy,TV Series,8.1,18,1,1,3,,,,,,,,,,,,,,,,1,,,,
c5cd71e6-38c6-45a0-be42-96ee6b0f3e10,Juman: Season 1 // جمان: موسم 1,Juman,900000,Juman,100,https://www.imdb.com/title/tt12567164/,"Drama, Romance",TV Series,5.2,188,1,1,28,1,1,,,,,,,1,,2,,,,,,,1,,
52f6213b-b1d0-4c2d-aafa-052c056400f8,Jo Koy: Live from Seattle,Jo Koy: Live from Seattle,900000,Jo Koy: Live from Seattle,96,https://www.imdb.com/title/tt6720442/,Comedy,TV Special,7.3,1.6K,1,1,1,9,,,1,,1,,,1,,,,2,,4,,,,,2
97144d9e-6057-4091-8411-721080162ee5,Katt Williams: Great America,Katt Williams: Great America,900000,Katt Williams: Great America,96.43,https://www.imdb.com/title/tt7752054/,Comedy,TV Special,6.3,1.1K,1,1,1,4,,,1,1,,1,,,2,,,4,,1,1,1,1,,3
ceefe350-7769-465e-8ba2-10a7dc96fe34,LAST HOPE: Part 1 // 重神機パンドーラ: パート1,LAST HOPE,1400000,Last Hope,100,https://www.imdb.com/title/tt8893554/,"Animation, Action, Adventure",TV Series,5.7,502,2,3,19,1,,,,,,,,,,,,4,,,,,,,2
6ae501c4-6cdc-4357-b540-6c7cb57e390d,Kulipari: An Army of Frogs: Season 1,Kulipari: An Army of Frogs: Season 1,900000,Kulipari: An Army of Frogs,100,https://www.imdb.com/title/tt6035850/,"Animation, Action, Adventure",TV Series,6.8,290,1,10,16,8,1,,1,1,,,,,2,,13,10,,,,6,1,,14
4d5c1cc7-a5a5-4ce4-9fd4-8edd4bf76cb5,Legal Wives: Season 1,Legal Wives,900000,Legal Wives,100,https://www.imdb.com/title/tt15114416/,Drama,TV Series,6.9,53,1,5,38,3,1,1,5,,1,,,6,2,5,6,14,,9,6,13,,1,60
181e890f-2512-4ae5-b946-3cae1f0a8712,Lost: Season 1 // 인간실격: 시즌 1,Lost,1100000,Lost,100,https://www.imdb.com/title/tt0411008/,"Adventure, Drama, Fantasy",TV Series,8.3,588K,26,50,642,38,1,6,13,5,10,3,3,21,13,30,96,81,98,109,18,32,34,7,392
b0e51e00-bb0e-46a5-994d-6570a5c7b99f,LEGO Bionicle: The Journey to One: Season 1,LEGO Bionicle: The Journey to One: Season 1,1400000,Lego Bionicle: The Journey to One,100,https://www.imdb.com/title/tt5075942/,"Animation, Action, Adventure",TV Series,5.4,221,1,1,9,4,1,,,2,1,,,,,,1,6,,,,,,,
9dc761d7-2d67-4c9e-ae3d-c7144d5eaa5f,Manhunt // マンハント,Manhunt,1000000,Manhunt,100,https://www.imdb.com/title/tt5618256/,"Biography, Crime, Drama",TV Series,8.1,63K,5,22,321,26,3,3,6,1,3,3,2,23,5,16,73,41,38,99,28,15,10,8,90
c556b1bd-9df7-476c-b58c-c91f26732a7b,Lovesick: Season 1,Lovesick,2600000,Lovesick,100,https://www.imdb.com/title/tt4051832/,Comedy,TV Series,8,22K,3,14,104,9,1,1,4,1,2,,2,4,4,9,4,19,4,15,6,8,4,2,16
123309bd-5e57-4681-ac77-c2556b2f03a3,Mister Maker: Season 1,Mister Maker,900000,Mister Maker,100,https://www.imdb.com/title/tt1806402/,Family,TV Series,6.9,259,3,3,1,5,2,,,,,,,,,,2,1,,1,,,,,3
43c669fe-5a7b-4d5d-b043-053919c19ad7,Nick Kroll: Little Big Boy,Nick Kroll: Little Big Boy,900000,Nick Kroll: Little Big Boy,96.15,https://www.imdb.com/title/tt21870580/,Comedy,TV Special,6.7,1.2K,1,1,1,5,,1,1,,,,,,1,1,,4,,1,,2,,,
ee485ca0-987b-4b23-bcb4-5989c7dc21c9,No Regrets in Life: Season 1 // 愛情發生在三天後: 第 1 季 // 爱情发生在三天后: 第 1 季,No Regrets in Life,900000,No Regrets in Life,100,https://www.imdb.com/title/tt20859930/,"Drama, Romance",TV Series,6.5,51,,1,28,,1,,,,,,,,,,,,,,,,,,
47f29ef8-43ee-4770-bad9-0b80ea6a0cda,Room 2806: The Accusation: Limited Series,Room 2806: The Accusation: Limited Series,900000,Room 2806: The Accusation,96,https://www.imdb.com/title/tt13540900/,"Documentary, Crime",TV Mini Series,7,2.5K,1,2,29,3,,2,2,,,,,,2,,,1,,4,,3,,,2
9846d3a0-044f-41a1-9cdc-10a8feb7b375,revisions: Season 1,revisions,900000,Revisions,100,https://www.imdb.com/title/tt9522354/,"Animation, Action, Sci-Fi",TV Series,5.9,696,1,1,16,1,1,,1,,,,,,,,,,,,,,,1,2
0b7e577c-99d7-4335-9dee-a17333c3696a,"Sex, Love & goop: Season 1","Sex, Love & goop",900000,"Sex, Love & Goop",100,https://www.imdb.com/title/tt15470160/,"Comedy, Romance, Talk-Show",TV Series,5.2,916,,,6,10,,1,3,1,,,,1,2,,1,,,4,,2,,,4
b55addea-7eed-4b5d-bf18-c442f4d58e18,Saga of Tanya the Evil: Season 1 // 幼女戦記: シーズン1,Saga of Tanya the Evil,900000,Saga of Tanya of Evil,86.36,https://www.imdb.com/title/tt6455986/,"Animation, Action, Adventure",TV Series,7.6,4.1K,8,2,26,,1,1,1,,1,,,,,2,13,4,,,,,1,,1
86ecf4c0-f995-4a14-b76a-ceaed41e6617,Tales by Light: Season 3,Tales by Light,1600000,Tales by Light,100,https://www.imdb.com/title/tt5350276/,Documentary,TV Series,8.2,2K,1,1,18,4,6,1,3,,,,,,,,,7,,6,,3,3,,
2f92b532-8535-466a-b788-4fc36f42857b,The Gifted: Season 1 // นักเรียนพลังกิฟต์: ซีซั่น 1,The Gifted,900000,The Gifted,100,https://www.imdb.com/title/tt4396630/,"Action, Drama, Fantasy",TV Series,7.2,37K,19,25,339,33,2,4,8,3,3,4,3,38,8,25,97,59,145,148,43,28,14,11,121
fbafc86c-5b25-4235-ac91-c62bfc1ffc38,The Fierce Wife: Season 1 // 犀利人妻: 第 1 季,The Fierce Wife,900000,The Fierce Wife,100,https://www.imdb.com/title/tt4304720/,Drama,TV Series,7.3,123,1,,28,2,1,,1,,,,,,,,,,,,,,,2,
359f302e-f17e-4625-91aa-1ff65dac55b0,The Cult of the Family: Season 1,The Cult of the Family,900000,The Cult of the Family,100,https://www.imdb.com/title/tt10478020/,Documentary,TV Series,6.5,366,1,1,4,1,1,1,1,,,,,,,,,,,,,,1,,2
bce855e4-d01b-45e0-bd3c-637e5f1c857b,The Kingmaker: The Change of Destiny: Season 1 // 바람과 구름과 비: 시즌1,The Kingmaker: The Change of Destiny: Season 1,900000,Kingmaker: The Change of Destiny,88.89,https://www.imdb.com/title/tt12343602/,"Drama, Fantasy, History",TV Series,7.4,96,1,,14,1,,,,,,,,,,,,,,,,,,,
fe745043-0548-403c-a09b-f6b12517de29,The House Arrest of Us: Season 1,The House Arrest of Us,900000,The House Arrest of Us,100,https://www.imdb.com/title/tt13280838/,"Comedy, Romance",TV Series,5.5,182,1,4,19,5,1,1,1,1,1,,,3,5,1,6,4,,14,3,8,8,3,75
419d0847-9940-4bfd-92f3-4c46d601822d,The Saintʼs Magic Power is Omnipotent: Season 1 // 聖女の魔力は万能です: シーズン1,The Saintʼs Magic Power is Omnipotent,900000,The Saint's Magic Power Is Omnipotent,97.3,https://www.imdb.com/title/tt13049906/,"Animation, Fantasy, Romance",TV Series,7.1,905,3,6,85,,1,1,1,,1,,,,,,7,15,,,,1,16,,10
0b963633-b4f7-4af0-a04a-764944be2ae4,Thiago Ventura: POKAS,Thiago Ventura: POKAS,900000,Thiago Ventura: Pokas,95.24,https://www.imdb.com/title/tt12547440/,Comedy,TV Special,6.6,240,2,,2,1,,,,,1,1,,,1,,,,,,,,,,1
074dcdeb-f7f1-4f25-baf1-ca215abcf56e,The Underclass: Season 1 // ห้องนี้ ไม่มีห่วย: ซีซั่น 1,The Underclass,900000,The Underclass,100,https://www.imdb.com/title/tt12665438/,Drama,TV Series,6.6,87,1,,22,,,1,3,,,,,,,,,,,,,2,,,
729cd297-a16f-448d-9ebc-602b01b0939b,Thermae Romae Novae: Season 1 // テルマエ・ロマエ ノヴァエ: シーズン1,Thermae Romae Novae,900000,Thermae Romae Novae,100,https://www.imdb.com/title/tt13357234/,"Animation, Comedy, Fantasy",TV Mini Series,7,1.2K,1,2,37,,,,,,,,,,,,,2,,,,,1,,
99206e6c-5337-4d0c-9402-5a8cb8234e78,Titletown High: Season 1,Titletown High,900000,Titletown High,100,https://www.imdb.com/title/tt15192032/,"Reality-TV, Sport",TV Series,5.8,422,1,,13,10,,1,7,,,,,,2,,,3,,6,,9,4,,5
2ea6ab02-f6f5-4ef4-ba98-a0cf805e6200,Türk Malı: Season 1,Türk Malı,900000,Türk Mali,88.89,https://www.imdb.com/title/tt1643221/,Comedy,TV Series,3.6,1.4K,1,1,19,4,1,1,1,,1,,,,,1,1,,,,,,,,
305d6cbc-c438-4a08-a1fb-51f8e7b10154,Wanda Sykes: Not Normal,Wanda Sykes: Not Normal,900000,Wanda Sykes: Not Normal,95.65,https://www.imdb.com/title/tt9169592/,Comedy,TV Special,7.3,2.1K,1,1,1,4,,1,1,,1,,,,,,1,4,,11,1,1,,,2
7b1c2a86-e74f-478e-ad23-08998345c5ed,Word Party Songs: Season 1,Word Party Songs,900000,Word Party Songs,100,https://www.imdb.com/title/tt12748268/,"Animation, Family",TV Series,4.2,22,2,,,,,,,,,,,,,,,,,,,,,,
f97d46a1-6421-42e7-a103-9ac9b6f3b7c2,Yakitate!! Japan: Season 1 // 焼きたて!! ジャぱん: シーズン1,Yakitate!! Japan,900000,Yakitate!! Japan,100,https://www.imdb.com/title/tt0479783/,"Animation, Comedy, Drama",TV Series,7.7,482,1,1,70,,,,,,,,,,,,,,,,,,,,
2d516f7b-7728-4dfd-a039-da22ff37f252,Wild Kratts: Season 1,Wild Kratts,2400000,Wild Kratts,100,https://www.imdb.com/title/tt1807859/,"Animation, Adventure, Comedy",TV Series,7.7,2.1K,8,10,47,11,2,1,5,,4,,,,10,3,74,21,,3,,14,,,22
57e3460a-d08d-493a-b977-8e182ddf6a55,"A Cut Above // Barba, Cabelo e Bigode",A Cut Above,800000,A Cut Above,100,https://www.imdb.com/title/tt22307146/,Game-Show,TV Series,8.4,72,1,5,16,18,4,1,5,2,1,,1,2,3,3,4,11,,15,2,11,1,2,22
75e2794f-6ef7-48fc-ac24-12587a6587ea,Als de dijken breken: Season 1,Als de dijken breken,800000,Als De Dijken Breken,100,https://www.imdb.com/title/tt4662890/,Drama,TV Mini Series,6.6,1.2K,1,5,76,4,1,1,1,2,1,,1,2,8,2,8,13,5,16,2,2,,1,11
7c25eeae-bf01-49df-bf5c-059fecb1a875,Baby Ballroom: Season 1,Baby Ballroom,1200000,Baby Ballroom,100,https://www.imdb.com/title/tt8159960/,Documentary,TV Series,7.7,235,4,,5,22,,,13,,,,,,6,1,,6,,,,6,,,15
b7f15889-5dcb-44d5-bf7c-20bb0ad3c63d,Ask the Doctor: Season 1,Ask the Doctor,800000,Ask the Doctor,100,https://www.imdb.com/title/tt7188736/,Documentary,TV Series,6.5,322,,1,5,18,,,11,,,,,,6,,,16,,17,,12,2,,43
8261c380-de73-4759-9e72-37ad65937c53,Babylon Berlin: Season 1,Babylon Berlin,2000000,Babylon Berlin,100,https://www.imdb.com/title/tt4378376/,"Crime, Drama, Thriller",TV Series,8.4,29K,3,17,346,20,2,4,3,2,5,7,1,14,14,28,87,72,35,73,39,24,16,10,76
ff5042d0-42dd-404f-adc2-5e3958b58188,Big Sky River,Big Sky River,800000,Big Sky River,100,https://www.imdb.com/title/tt21298322/,"Drama, Romance",TV Movie,6.6,998,1,2,13,6,1,1,1,1,1,2,1,4,4,4,4,11,2,20,3,10,3,1,31
604f3379-b097-433a-ade3-214d302d25ca,Black Crows: Season 1 // غرابيب سود: موسم 1,Black Crows,800000,Black Crows,100,https://www.imdb.com/title/tt7356518/,"Drama, Thriller, War",TV Series,5.5,356,5,1,41,2,2,3,,,,,1,1,,,,,,1,,,,1,1
d9adc411-e1c4-43a0-b9bc-29e2ff271d48,Buddi: Season 1,Buddi,1300000,Buddi,100,https://www.imdb.com/title/tt11829340/,"Animation, Short, Adventure",TV Series,7.2,69,3,8,4,13,1,,,,,,,,2,,7,1,,,,4,1,,8
6a43b868-8df4-492b-bf1c-54de0df1b922,Byron Baes: Season 1,Byron Baes,800000,Byron Baes,100,https://www.imdb.com/title/tt14537060/,Reality-TV,TV Series,3,551,,,,8,,,,,,,,,,,,4,,,,12,2,,3
d11b0035-992b-497b-b0a4-114c3cae60f7,Classroom of the Elite: Season 1 // ようこそ実力至上主義の教室へ: 1st Season,Classroom of the Elite,1600000,Classroom of the Elite,100,https://www.imdb.com/title/tt7263328/,"Animation, Drama, Thriller",TV Series,7.7,12K,12,10,124,25,3,2,2,,1,,,,,3,18,4,,,,,9,,15
320e2d0c-ee8f-4d27-bbd5-a45fad7e3145,Criminal: Spain: Limited Series // Criminal: España: Miniserie,Criminal: Spain: Limited Series,800000,Criminal: Spain,93.33,https://www.imdb.com/title/tt10986050/,"Crime, Drama, Mystery",TV Mini Series,6.9,4.7K,2,7,13,4,1,1,1,2,,,1,2,2,5,4,13,1,11,5,8,,2,7
011591aa-b30c-4006-b1f2-be53bc86cb5a,Das Haus Anubis,Das Haus Anubis,800000,Das Haus Anubis,100,https://www.imdb.com/title/tt1697789/,"Adventure, Drama, Family",TV Series,4.8,271,3,2,28,4,,2,,,,2,2,,,,,4,,3,,,,,
70f6b43c-e465-4b11-8be1-a4c608e134e5,For Life: Season 1,For Life,1500000,For Life,100,https://www.imdb.com/title/tt10327830/,"Biography, Crime, Drama",TV Series,7.6,9.3K,13,18,366,21,2,5,7,2,4,3,1,33,6,12,52,37,37,60,31,19,11,7,65
485b59d3-2837-47a6-95d6-79ceb5b4f4b7,GTO: Great Teacher Onizuka: Season 1 // GTO: シーズン1,GTO: Great Teacher Onizuka: Season 1,800000,GTO: Great Teacher Onizuka,100,https://www.imdb.com/title/tt0209631/,"Drama, Comedy, Action",TV Series,8.4,3.9K,,2,38,2,1,,1,,,,,,,,,1,,,,,,,
6861fd74-6753-4c8b-9f00-056edbd7a637,GTO: Great Teacher Onizuka (1999): Season 1,GTO: Great Teacher Onizuka (1999): Season 1,800000,GTO: Great Teacher Onizuka,100,https://www.imdb.com/title/tt0315008/,"Animation, Comedy, Drama",TV Series,8.5,11K,1,1,53,1,1,,1,,1,,,,1,,1,,,,,,,2,3
93ec4e25-475f-4131-8d42-d1e129ebd8cc,High on the Hog: How African American Cuisine Transformed America: Season 1,High on the Hog: How African American Cuisine Transformed America: Season 1,800000,High on the Hog: How African American Cuisine Transformed America,100,https://www.imdb.com/title/tt14540468/,"Documentary, History",TV Series,7.7,905,3,4,29,18,2,2,4,,,,,1,1,,,14,,11,,10,3,,16
2cecb81c-b18b-4e47-8cdf-20601b3860ba,Hip-Hop Evolution: Season 4,Hip-Hop Evolution,2100000,Hip-Hop Evolution,100,https://www.imdb.com/title/tt4130418/,"Documentary, Music",TV Series,8.4,6.4K,3,6,280,20,,1,8,,1,,,3,7,,3,28,,23,,32,5,,48
3f159441-6935-4f65-b420-c0fec36873a5,Jeff Dunham: All Over the Map,Jeff Dunham: All Over the Map,800000,Jeff Dunham: All Over the Map,96.55,https://www.imdb.com/title/tt4209802/,Comedy,TV Special,7.1,946,1,1,2,7,,1,5,,,,,,,,,,,1,,,,,1
c30df1cd-a372-438f-b0f1-dbd0cdc2a838,Indian Predator: Murder in a Courtroom: Limited Series,Indian Predator: Murder in a Courtroom: Limited Series,800000,Indian Predator: Murder in a Courtroom,97.37,https://www.imdb.com/title/tt22756480/,"Documentary, Crime",TV Mini Series,7.1,810,1,,5,4,,2,1,1,2,,1,,3,11,1,3,,2,2,14,,,2
2eccdf4d-6d14-45c5-a6f1-562dd4dba794,Is She the Wolf?: Season 1 // オオカミちゃんには騙されない: シーズン1,Is She the Wolf?,800000,Is She the Wolf?,100,https://www.imdb.com/title/tt27921622/,"Reality-TV, Romance",TV Series,6.4,159,,,18,,,,,,,,,,,,,,,,,,,,
46ac104f-d578-4081-9b19-d59d7ba3051c,Insiders: Season 1,Insiders,1200000,Insiders,100,https://www.imdb.com/title/tt15436028/,Reality-TV,TV Series,4.2,887,1,13,28,6,1,1,,3,,,,1,2,2,2,2,,6,,4,2,1,11
ba7ff53c-3dd4-42ef-aed1-5d0d72735832,Jeff Foxworthy: The Good Old Days,Jeff Foxworthy: The Good Old Days,800000,Jeff Foxworthy: The Good Old Days,96.97,https://www.imdb.com/title/tt18314220/,"Documentary, Biography, Comedy",TV Special,6.3,550,1,,1,2,,,1,,1,,,,,,1,,,3,,,,,2
0fd8a059-edd6-43ae-832b-389a9e1f2a23,John Mulaney: The Comeback Kid,John Mulaney: The Comeback Kid,800000,John Mulaney: The Comeback Kid,96.67,https://www.imdb.com/title/tt5069564/,Comedy,TV Special,7.9,9.4K,1,1,3,9,1,1,1,,,,,1,2,,,5,,16,1,5,,,10
ef28d799-55c9-4a4a-91be-60e77e103773,Jim Jefferies: Intolerant,Jim Jefferies: Intolerant,800000,Jim Jefferies: Intolerant,96,https://www.imdb.com/title/tt12588160/,Comedy,TV Special,7.2,3.4K,1,1,2,1,,1,1,,,,,,,,,3,,3,,,,,1
bba9cabe-da5b-4ea0-81ee-d1dc26fe5cad,LEGO Marvel Spider-Man: Vexed by Venom,LEGO Marvel Spider-Man: Vexed by Venom,800000,Lego Marvel Spider-Man: Vexed by Venom,94.74,https://www.imdb.com/title/tt10755644/,"Animation, Action, Adventure",TV Movie,5.7,430,2,4,6,11,1,,3,,1,,,,4,,9,3,,,,4,,,20
cef9983f-aad7-4133-9c8e-112a11f589fd,Leila: Season 1 // लैला: सीज़न 1,Leila,800000,Leila,100,https://www.imdb.com/title/tt9337588/,"Drama, Sci-Fi",TV Series,5,9.3K,3,9,86,13,1,1,3,1,,,1,4,5,17,9,12,,19,3,12,4,2,10
f0c81e76-f1c2-4ca2-80ab-0ef9e84ea631,Love and Fortune: Season 1 // 恋のツキ: シーズン1,Love and Fortune,800000,Love and Fortune,100,https://www.imdb.com/title/tt8649316/,"Drama, Romance",TV Series,7.3,698,6,3,4,2,,,,,,,,,,,,,,,,,,,
6da35f30-9471-4b6d-b8f9-1777bec96a5f,Life in Pieces: Season 1,Life in Pieces,2600000,Life in Pieces,100,https://www.imdb.com/title/tt4384086/,Comedy,TV Series,8,17K,27,35,454,29,1,2,7,1,1,4,1,17,9,9,35,33,26,45,15,19,18,8,67
f2040431-0683-4e18-839b-3e7cd8fa081b,Legion: Season 1,Legion,1200000,Legion,100,https://www.imdb.com/title/tt5114356/,"Action, Drama, Sci-Fi",TV Series,8.2,96K,18,14,243,31,1,6,7,3,4,4,2,55,6,21,109,58,107,146,43,34,15,7,115
b7dce9e2-c8d6-4282-b59d-aa19f9bb930e,Masaba Masaba: Season 2 // मसाबा मसाबा: Season 2,Masaba Masaba,1400000,Masaba Masaba,100,https://www.imdb.com/title/tt10655506/,"Comedy, Drama",TV Series,6.7,2.3K,1,13,47,8,1,2,3,1,1,1,1,4,3,14,2,9,,12,4,8,5,1,8
e338e5cf-fc38-4d03-aeba-7454ead0e369,My Dress-Up Darling: Season 1 // その着せ替え人形は恋をする: シーズン1,My Dress-Up Darling,800000,My Dress-up Darling,100,https://www.imdb.com/title/tt15765670/,"Animation, Comedy, Romance",TV Series,8,13K,11,2,67,10,1,1,1,,3,,,,,1,10,3,,,,,7,,7
92db0e32-2404-43d9-b14a-e3496a877cc4,One Outs: season 1,One Outs,800000,One Outs,100,https://www.imdb.com/title/tt1411815/,"Animation, Drama, Sport",TV Series,8.3,1.9K,1,,5,,,,,,,,,,,,,,,,,,,,
ccc823bc-388a-4cb0-873d-5b14dcc267d2,Pac-Man and the Ghostly Adventures: Season 1,Pac-Man and the Ghostly Adventures,800000,Pac-Man and the Ghostly Adventures,100,https://www.imdb.com/title/tt2392179/,"Animation, Action, Adventure",TV Series,4.6,828,5,28,25,12,6,,1,,1,,,,7,1,35,2,,,,,3,,32
433e1e98-ef73-40ca-951d-7a237be2853c,Pension Metsä: Season 1 // ペンションメッツァ: シーズン1,Pension Metsä,800000,Pension Metsa,92.31,https://www.imdb.com/title/tt13853024/,Drama,TV Mini Series,7.6,59,1,1,9,1,1,1,1,,,,,,,,,,,,,,,,
b43f3930-8c00-4c99-a4d7-ed536ad37f72,Playful Kiss: Season 1 // 장난스런 키스: 시즌 1,Playful Kiss,800000,Playful Kiss,100,https://www.imdb.com/title/tt2096097/,"Comedy, Romance",TV Series,7.1,4.1K,2,4,76,1,,,,,,,,,,,,,,,,,,,
0dfc3ff7-9e72-4190-91fa-4f6b1310c3fa,Puerta 7: Season 1,Puerta 7,800000,Puerta 7,100,https://www.imdb.com/title/tt9170386/,"Crime, Drama, Thriller",TV Series,5.7,617,1,3,14,2,2,1,,,1,,1,1,1,5,2,15,,14,,8,4,,1
42a72e3e-240f-4592-9c68-9a3d96ba5f44,Romance in Style,Romance in Style,800000,Romance in Style,100,https://www.imdb.com/title/tt21653744/,"Comedy, Romance",TV Movie,6.8,1.5K,1,2,20,6,1,1,1,1,,1,1,,4,3,,4,1,6,1,3,4,2,4
43260846-ec4a-4625-8b90-78b1ca714655,Sebastian Maniscalco: Why Would You Do That?,Sebastian Maniscalco: Why Would You Do That?,800000,Sebastian Maniscalco: Why Would You Do That?,95.45,https://www.imdb.com/title/tt6295304/,Comedy,TV Special,7.4,1.3K,1,1,1,5,,1,,,,,,,1,,,3,,1,,1,,,2
55354b3e-1a9b-4da2-a210-844289985858,Silent Hours,Silent Hours,800000,Silent Hours,100,https://www.imdb.com/title/tt10360104/,"Crime, Thriller",TV Movie,5.2,1.5K,1,,34,,,1,,,,,,,,,,1,,,,1,,,
0edd4543-0785-4e30-9d65-6f84f1e4ce94,Sheng Wang: Sweet and Juicy,Sheng Wang: Sweet and Juicy,800000,Sheng Wang: Sweet and Juicy,96.3,https://www.imdb.com/title/tt19770866/,Comedy,TV Special,7.7,1.2K,1,1,1,4,,,1,,1,,,,1,,1,1,,2,,2,,,
21598e0e-5789-4f94-93ef-9714f55c22c2,Shtisel: Season 1 // שטיסל: עונה 1,Shtisel,2100000,Shtisel,100,https://www.imdb.com/title/tt3069894/,Drama,TV Series,8.6,8.1K,1,6,179,12,1,1,5,1,3,1,3,2,3,7,3,9,,5,,,1,4,14
93c53914-aec0-4e40-8939-6c12bda6cc07,Sket Dance: Season 1,Sket Dance,800000,Sket Dance,100,https://www.imdb.com/title/tt1909586/,"Animation, Comedy, Drama",TV Series,7.5,401,2,2,13,3,1,1,,,1,,,,,,2,1,,,,,,,1
99773114-84b0-4265-875c-fc3658c3447a,The Guardians of Justice: Season 1,The Guardians of Justice,800000,The Guardians of Justice,100,https://www.imdb.com/title/tt16549788/,"Animation, Action, Adventure",TV Series,5.1,5.5K,6,5,90,18,1,1,7,1,4,,1,,2,7,3,8,17,6,,5,,,1
7d0ef2c7-547a-4c8a-b317-14deb9626cd6,The Circle Brazil: Season 1 // The Circle Brasil: Temporada 1,The Circle Brazil,800000,The Circle Brasil,94.12,https://www.imdb.com/title/tt9581782/,Reality-TV,TV Series,6.8,853,1,1,15,14,3,,27,,,,,,2,,,1,,1,,2,4,,25
00f61bc7-ca8f-4138-9097-44b05fad0979,The King of Minami Returns // 新・ミナミの帝王,The King of Minami Returns,800000,The King of Minami Returns,100,https://www.imdb.com/title/tt12827154/,Drama,TV Series,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
6dbc5cc9-d299-42fb-bb34-728503ffbb85,The Smart Money Woman: Season 1,The Smart Money Woman,800000,The Smart Money Woman,100,https://www.imdb.com/title/tt12428002/,Drama,TV Series,6.7,135,2,5,34,7,1,1,1,2,,,1,1,1,1,,2,,,2,,,1,1
307d39b6-d447-4486-a5a0-f4698bf071a3,The Secret (2016): Season 1,The Secret (2016),800000,The Secret,100,https://www.imdb.com/title/tt5116280/,"Biography, Drama, Thriller",TV Mini Series,7.1,3.6K,1,1,52,5,1,1,1,1,1,1,1,5,2,4,10,9,4,12,7,3,,2,15
8411313d-9233-4998-95d8-427cdce64ccf,Tijuana: Season 1,Tijuana,800000,Tijuana,100,https://www.imdb.com/title/tt8027624/,"Crime, Drama",TV Series,7,370,5,18,42,18,3,4,4,3,1,1,1,7,4,9,11,52,8,12,4,3,8,2,16
07c95868-fe47-4534-b518-8104e3804224,Thus Spoke Kishibe Rohan: Season 1 // 岸辺露伴は動かない: Limited Series,Thus Spoke Kishibe Rohan,800000,Thus Spoke Kishibe Rohan,100,https://www.imdb.com/title/tt13887556/,"Animation, Action, Adventure",TV Mini Series,7.5,1.8K,1,3,27,,1,,,,2,,,,,,4,4,,,,,,,7
070eb577-f555-405f-b91e-676266577959,True: Wuzzle Wegg Day,True: Wuzzle Wegg Day,800000,True: Wuzzle Wegg Day,95.24,https://www.imdb.com/title/tt11875458/,Animation,TV Special,7.7,14,2,8,,1,,,,,,,,,,,,,,,,,,,1
